Question,Category,Answer
Is medical an acceptable insurance?,Health Insurance,"According to the context, UC SHIP coverage is waived if you have other health insurance coverage that meets the university's health insurance requirements, which includes coverage for medical, mental health, and substance use conditions. The waiver criteria include having other health insurance coverage that provides unrestricted access to in-network primary care providers and in-network hospitals, and covers doctor office visits for medical, including mental health and substance use conditions. Additionally, the insurance plan must cover minimum essential health benefits and not have a per-medical or per-mental health/substance use condition maximum dollar limit. For international students, the plan must meet additional criteria, including having no per-medical or per-mental health/substance use condition maximum benefit limits, covering services related to suicidal conditions, and having a complete master policy written in standard English with benefits expressed in U.S. dollars. Therefore, medical is an acceptable insurance for waiving UC SHIP coverage, as long as it meets the specified requirements."
Is medicare an exception for the insurance requirements?,Health Insurance,"No, Medicare is not an exception for the insurance requirements, according to the provided context, Medicare is considered a type of health insurance plan that meets the university’s health insurance requirements, as it provides coverage for inpatient and outpatient care for mental health and substance use conditions the same as any other medical condition, and it covers minimum essential health benefits. 

However, if you are covered by Medi-Cal or Medicaid, UC SHIP is the primary health plan and your other plan is the secondary plan. 

In summary, Medicare is considered a type of health insurance plan that meets the university's health insurance requirements, but it is not an exception to the waiver criteria, and if you are covered by Medicare, UC SHIP is the primary health plan and your other plan is the secondary plan."
What do I pay out of pocket with UC SHIP?,Health Insurance,"You pay a deductible for services you receive outside the SHC or the UC network of doctors and facilities, unless otherwise noted. After you meet the deductible, the plan pays a portion of the cost. What you pay counts toward your combined medical and pharmacy annual out-of-pocket limit. Once your costs reach that limit, UC SHIP pays 100% of your medical and pharmacy costs for the remainder of the year. You'll pay additional charges for other services, such as lab work, at the time of service. You pay $1 for office visits, $0 for routine physicals/adult student preventive care, and $0 for office visits (mental health and substance use). You pay 15% coinsurance for lab tests and X-rays, and 40% coinsurance for inpatient hospital care and pediatric dental and vision care. You pay $300 for office visits with out-of-network providers, and $600 for family coverage. You'll pay more when you receive care from providers who are not part of the UC SHIP or Anthem Blue Cross Prudent Buyer PPO networks. If you receive care from an out-of-network provider, you will be responsible for your coinsurance plus any amount above the maximum allowable charges. You'll need to submit a claim for reimbursement if you receive care outside the SHC."
What mental health options are covered by UC SHIP?,Health Insurance,"UC SHIP covers mental health and substance use services through the Student Health Center, LiveHealth Online, and the Anthem Blue Cross network, providing inpatient and outpatient care, as well as 24/7 support on campus. LiveHealth Online offers virtual therapy sessions, while the Student Health Center provides counseling and psychological services, including CAPS. The Anthem Blue Cross network offers a wider range of inpatient and outpatient care options, and UC SHIP's coverage is designed to be affordable and convenient. Students can access mental health resources and services through the UC SHIP website, which provides information on covered services and resources, including a 24/7 support hotline. Overall, UC SHIP offers comprehensive mental health coverage that is tailored to the unique needs of students."
What is the annual limit on ou of pocket expenses for my family?,Health Insurance,"According to the UC Santa Cruz Benefit Booklet, the annual limit on out-of-pocket costs for a family is $9,000, which includes costs accumulated together with network provider costs. This limit applies to services received outside of the Student Health Center (SHC) as well as those received within the SHC. Once the out-of-pocket limit is reached, UC SHIP will pay 100% of the remaining medical and pharmacy costs for the remainder of the year. You will pay 40% coinsurance for services received from out-of-network providers."
What is the copay for bifocals?,Health Insurance,"The copay for bifocal lenses is $25. This is a standard copay for bifocal lenses, regardless of the type of bifocal lenses. The copay is applied to the retail price of the lenses."
"I'm not on campus, can I use the UC SHIP insurance for services outside of Santa Cruz?",Health Insurance,"Yes, you can use UC SHIP insurance for services outside of Santa Cruz, but you'll need to get a referral from the Student Health Center (SHC) before receiving non-emergency care. If you receive care from an in-network provider, you'll pay a deductible, but once you meet the deductible, the plan will pay a portion of the cost. If you receive care from an out-of-network provider, you'll pay a higher percentage of the bill out of pocket, including a coinsurance and any amount above the maximum allowable charge. 

To find in-network providers, you can visit the Anthem website and search for providers in California. You can also use the Sydney Health app or contact the SHC for assistance. It's also worth noting that UC SHIP covers worldwide coverage when traveling or living outside the United States, and you can use the Blue Cross Blue Shield Global Core program to coordinate benefits abroad."
Where can I go if I am having a medical emergency?,Health Insurance,"If you are having a life-threatening emergency, you should go to the nearest hospital emergency room immediately! The text explicitly states that if you experience a life-threatening emergency, such as severe shortness of breath, loss of consciousness, chest pain, or coughing up or vomiting blood, you should head to the nearest hospital emergency room without delay. This is the only place that can provide the necessary emergency care."
What if I am not able to get a referral?,Health Insurance,"If you are unable to get a referral, you may not be covered for that specific care by UC SHIP, and you will be responsible for the costs. However, you can still use the advice nurse service, which is free to students, or use LiveHealth Online for urgent virtual care, for which you will pay a low copay. You can also visit an urgent care center for immediate care, which will also have a moderate copay. If you need emergency care, you should go to the nearest hospital emergency room. It's also worth noting that you can use the Sydney Health app or Anthem's online provider listing to search for in-network providers, clinics, and hospitals in your area, and staff at the SHC insurance office can help you find network providers."
Will I be covered by UC SHIP insurance if I am out of the country?,Health Insurance,"Yes, you will be covered by UC SHIP insurance if you are out of the country! UC SHIP provides worldwide coverage when you're traveling or living outside the United States. When you and your dependents covered under UC SHIP need care, you can use the Blue Cross Blue Shield Global Core program, which coordinates benefits abroad. You can find a Blue Cross Blue Shield Global Core provider by visiting the Blue Cross Blue Shield Global Core website and entering your Member ID number. You can also call BlueCard Access at (800) 810-BLUE (2583) to learn how you're covered abroad. Additionally, you should record important SHC phone numbers and pack your UC ID cards, and consider printing a copy of your Anthem ID card from the Sydney Health app, which contains identification numbers that confirm your Anthem coverage. To be sure you have the information you need at your fingertips, take the following steps: call BlueCard Access, call your SHC about coverage for any vaccines you may need for your destination, download the Sydney Health app, download the BCBS Global Core app, and record important SHC phone numbers and pack your UC ID cards."
